SiteID,Name,Short Name,Latitude,Longitude,Geographic Coordinate System,Easting,Northing,Zone,Start date,Cease date,Active,Elevation (m),Basin,Site types,Catchment Management Authority,Gauge Zero (mAHD),Drainage Area (sq.km),Gauge Count,Last Gauge Date,First Gauge Date,Maximum Gauge (m),Maximum Gauge Date,Gauge Datum,Control,Cease to flow (m),Datum,Spillway (mAHD)
 "407214","CRESWICK CREEK @ CLUNES","CRESWICK @ CLUNES"," 37�17'47.9""S","143�47'23.4""E","World Geodetic System 1984","747289.003","5868556.000","54","1943/08/10","","true","297.082","Loddon","SW,WQ","North Central CMA","295.109","308.89973","383","2026/03/03","1940/03/13","4.834","2010/09/04","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.607","Australian Height Datum","0.000"
 "407215","LODDON RIVER @ NEWSTEAD","LODDON @ NEWSTEAD"," 37�06'32.5""S","144�03'28.8""E","World Geodetic System 1984","238573.001","5888966.000","55","1946/12/10","","true","212.534","Loddon","SW,WQ","North Central CMA","207.937","1026.41612","395","2026/03/25","1967/07/18","5.000","1992/10/09","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.521","Australian Height Datum","0.000"
 "407217","LODDON RIVER @ VAUGHAN D/S FRYERS CREEK","LODDON DS FRYERS"," 37�09'28.6""S","144�12'30.3""E","World Geodetic System 1984","252102.997","5883941.000","55","1947/06/01","","true","267.714","Loddon","RF,SW","North Central CMA","257.206","295.67898","486","2025/12/17","1947/05/29","3.058","1983/09/08","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.837","Australian Height Datum","0.000"
 "407218","CAMPBELLS CREEK @ CASTLEMAINE WTP","CAMPBELLS CK CMAINE"," 37�04'29.2""S","144�12'06.4""E","Geodetic Datum of Australia 1994","251243.174","5893167.460","55","2025/07/01","","true","0.000","Loddon","","","","","2","2025/10/27","2025/10/22","","","Map Grid of Australia 2020","","","",""
 "407220","BET BET CREEK @ NORWOOD","BET BET @ NORWOOD"," 36�59'41.2""S","143�38'33.3""E","World Geodetic System 1984","735167.428","5902428.899","54","1954/03/04","","true","196.911","Loddon","RF,SW,WQ","North Central CMA","193.920","343.38544","236","2026/03/05","1954/12/01","3.268","1983/08/25","Universal Transverse Mercator","ARTIFICIAL BLUE STONE WEIR","0.160","Australian Height Datum","0.000"
 "407221","LARNI BARRAMAL YALUK @ YANDOIT","Larni B Y @ YANDOIT"," 37�12'23.1""S","144�06'01.3""E","World Geodetic System 1984","242671.001","5878274.000","55","1954/06/16","","true","267.145","Loddon","RF,SW,WQ","North Central CMA","265.981","166.31381","474","2026/03/25","1954/06/16","2.592","1986/10/22","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","1.100","Arbitrary","0.000"
 "407222","TULLAROOP CREEK @ CLUNES","TULLAROOP @ CLUNES"," 37�13'38.8""S","143�50'02.7""E","World Geodetic System 1984","751439.997","5876119.000","54","1955/08/12","","true","259.049","Loddon","RF,SW","North Central CMA","253.076","625.37718","454","2026/02/04","1955/03/14","2.971","2016/09/14","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.115","Australian Height Datum","0.000"
 "407224","LODDON RIVER @ LODDON WEIR","LODDON @ LODDON WEIR"," 36�19'24.3""S","143�51'54.9""E","World Geodetic System 1984","757214.001","5976352.000","54","1924/03/01","","true","102.832","Loddon","SW","North Central CMA","100.535","0.00000","301","2026/03/11","1970/03/06","7.128","2010/11/30","Universal Transverse Mercator","Artificial: V- notch weir","0.000","Australian Height Datum","0.000"
 "407227","BIRCH CREEK @ SMEATON","BIRCH @ SMEATON"," 37�20'01.8""S","143�55'21.1""E","World Geodetic System 1984","758924.998","5864073.000","54","1961/03/01","","true","411.213","Loddon","SW","North Central CMA","405.026","145.78703","388","2026/03/03","1961/03/01","1.456","2010/08/25","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.474","Australian Height Datum","0.000"
 "407229","LODDON RIVER @ SERPENTINE WEIR","LODDON @ SERP. WEIR"," 36�25'36.4""S","143�57'04.4""E","World Geodetic System 1984","764582.000","5964652.000","54","1958/01/01","","true","117.868","Loddon","SW,WQ","North Central CMA","0.000","0.00000","325","2026/03/11","1976/06/24","4.810","1993/09/21","Universal Transverse Mercator","","0.000","Unknown","0.000"
 "407230","JOYCES CREEK @ STRATHLEA","JOYCES @ STRATHLEA"," 37�09'50.1""S","143�57'44.9""E","World Geodetic System 1984","763055.005","5882818.000","54","1963/05/13","","true","236.221","Loddon","SW","North Central CMA","234.989","145.67862","236","2025/11/24","1970/04/28","2.875","2000/10/24","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.200","Australian Height Datum","0.000"
 "407236","MOUNT HOPE CREEK @ MITIAMO","MOUNT HOPE @ MITIAMO"," 36�09'45.0""S","144�17'08.9""E","World Geodetic System 1984","255850.003","5994599.000","55","1967/05/04","","true","92.737","Loddon","SW,WQ","North Central CMA","91.442","1629.00000","309","2026/04/08","1968/07/12","2.791","1974/05/20","Universal Transverse Mercator","ARTIFICIAL CONCRETE WEIR","0.013","Australian Height Datum","0.000"
 "407237","CRESWICK CREEK @ CRESWICK U/S COSGRAVE RESERVOIR","CRESWICK @ CRESWICK"," 37�26'28.5""S","143�56'46.8""E","Geodetic Datum of Australia 1994","760661.751","5852099.929","54","1969/06/05","","true","484.741","Loddon","SW","North Central CMA","0.000","22.00000","63","2025/12/01","1969/06/05","0.743","2010/08/16","Australian Map Grid 1984","Artificail Concrete with V-notch weir pl","0.102","Arbitrary","0.000"
 "407238","ADEKATE CREEK @ CRESWICK","ADEKATE @ CRESWICK"," 37�26'39.6""S","143�56'58.0""E","Geodetic Datum of Australia 1994","760925.355","5851749.530","54","1969/06/05","","true","492.913","Loddon","SW","North Central CMA","0.000","10.88988","72","2025/12/01","1969/06/19","0.664","2010/08/16","Australian Map Grid 1984","Artificial; Broad crested concrete weir","0.100","Arbitrary","0.000"
 "407239","MIDDLE CREEK @ RODBOROUGH","MIDDLE @ RODBOROUGH"," 37�08'17.7""S","143�54'48.2""E","World Geodetic System 1984","758784.000","5885801.000","54","1970/02/20","","true","241.468","Loddon","SW","North Central CMA","240.225","146.18233","184","2025/11/25","1970/04/22","241.395","1999/08/20","Universal Transverse Mercator","Artificial; Low profile weir","0.162","Australian Height Datum","0.000"
 "407246","BULLOCK CREEK @ MARONG","BULLOCK @ MARONG"," 36�43'44.2""S","144�08'09.8""E","World Geodetic System 1984","244243.998","5931358.000","55","1972/06/09","","true","183.840","Loddon","SW","North Central CMA","179.630","184.00000","171","2025/09/11","1973/02/28","4.435","2022/10/14","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.995","Australian Height Datum","0.000"
 "407248","TULLAROOP CREEK @ TULLAROOP RESERVOIR (O'LET MEAS WEIR)","TULLAROOP @ O'LET W."," 37�05'25.7""S","143�51'55.2""E","World Geodetic System 1984","754673.999","5891234.000","54","1960/05/11","","true","202.116","Loddon","SW","North Central CMA","198.100","720.74516","280","2026/04/20","1963/11/13","3.153","1984/10/04","Universal Transverse Mercator","ARTIFICIAL MEASURING WEIR","0.000","Australian Height Datum","0.000"
"407249","BIRCH CREEK @ NEWLYN RESERVOIR (TAIL GAUGE)","BIRCH @ NEWLYN"," 37�24'15.4""S","144�00'12.4""E","World Geodetic System 1984","234764.001","5856049.000","55","1961/03/01","","true","533.319","Loddon","SW","North Central CMA","521.583","67.40869","79","2025/12/01","2006/07/21","0.425","2023/03/03","Universal Transverse Mercator","Artificial: 90 deg V-notch weir","0.000","Arbitrary","0.000"
 "407252","BARR CREEK @ CAPELS FLUME","BARR @ CAPELS FLUME"," 35�36'16.6""S","143�55'52.2""E","Geodetic Datum of Australia 1994","765530.039","6055949.709","54","1971/03/04","","true","72.922","Loddon","SW,WQ","North Central CMA","0.000","0.00000","970","2026/04/07","1971/03/29","4.070","1975/11/12","(unknown)","ARTIFICIAL CUT THROAT FLUME","0.000","Unknown","0.000"
 "407253","BENDIGO CREEK @ MINTO","BENDIGO @ MINTO"," 36�27'06.9""S","144�28'09.7""E","World Geodetic System 1984","273204.998","5962933.000","55","1966/09/20","","true","120.297","Loddon","SW","North Central CMA","117.278","668.00000","274","2026/04/01","1966/10/21","3.658","1973/02/20","Universal Transverse Mercator","ARTIFICIAL LOW PROFILE WEIR","0.382","Australian Height Datum","0.000"
 "407254","BENDIGO CREEK @ BENDIGO","BENDIGO @ BENDIGO"," 36�44'43.3""S","144�17'26.6""E","World Geodetic System 1984","258111.001","5929939.000","55","1977/04/21","","true","204.135","Loddon","SW","North Central CMA","201.716","64.00000","101","2026/04/14","1977/07/12","2.400","1978/08/07","Universal Transverse Mercator","ARTIFICIAL CONCRETE HUMP","1.118","Australian Height Datum","0.000"
 "407255","BENDIGO CREEK @ HUNTLY","BENDIGO @ HUNTLY"," 36�37'59.3""S","144�21'52.9""E","World Geodetic System 1984","264373.005","5942575.000","55","1977/06/10","","true","160.040","Loddon","SW,WQ","North Central CMA","157.230","203.00000","220","2026/03/10","1977/04/15","4.255","1978/08/07","Universal Transverse Mercator","ARTIFICIAL CONCRETE V NOTCH","0.100","Australian Height Datum","0.000"
 "407283","BARR CREEK @ SCHWENKES ROAD","BARR @ SCHWENKES RD"," 35�45'28.0""S","144�06'19.7""E","World Geodetic System 1984","238289.999","6039039.000","55","1988/09/01","","true","76.869","Loddon","SW","North Central CMA","73.978","0.00000","146","2026/04/22","1988/08/02","2.903","2000/10/26","Universal Transverse Mercator","Natural: Silt & clay with some rocks","0.287","Australian Height Datum","0.000"
 "407284","CALIVIL CREEK @ WISHART ROAD","CALIVIL @ WISHART"," 35�53'20.4""S","144�02'36.3""E","World Geodetic System 1984","233118.999","6024311.000","55","1988/12/02","","true","79.777","Loddon","RF,SW","North Central CMA","0.000","0.00000","77","2026/04/22","1988/08/03","1.428","1992/10/15","Universal Transverse Mercator","NATURAL BED AND BANKS - CTF from rating","0.220","Australian Height Datum","0.000"
 "407285","NINE MILE CREEK @ COADS ROAD","9 MILE CK @ COADS RD"," 35�53'45.6""S","143�59'44.2""E","World Geodetic System 1984","770382.000","6023426.000","54","1987/11/25","","true","79.705","Loddon","SW","North Central CMA","0.000","0.00000","52","2024/01/30","1989/03/17","1.383","1996/10/07","Universal Transverse Mercator","CONCRETE TRAPEZIUM WEIR","0.100","Australian Height Datum","0.000"
 "407286","WANDELLA CREEK @ FAIRLEY","WANDELLA @ FAIRLEY"," 35�41'41.0""S","143�52'16.5""E","World Geodetic System 1984","759808.005","6046098.000","54","1989/05/12","","true","75.558","Loddon","SW","North Central CMA","0.000","0.00000","35","2022/11/28","1989/05/31","0.980","2011/01/21","Universal Transverse Mercator","NATURAL GRAVEL AND BRIDGE","0.077","Unknown","0.000"
 "407287","BULLOCK CREEK @ U/S BOX CREEK","BULLOCK @ U/S BOX CK"," 35�55'21.2""S","144�11'04.2""E","World Geodetic System 1984","245964.004","6020965.000","55","1990/03/02","","true","80.215","Loddon","RF,SW","North Central CMA","0.000","1252.45611","83","2025/06/18","1990/03/24","81.503","2011/02/14","Universal Transverse Mercator","Natural: Stream bed and banks","79.472","Australian Height Datum","0.000"
 "407288","BET BET CREEK @ LILLICUR","BET BET @ LILLICUR"," 37�11'16.0""S","143�31'22.2""E","World Geodetic System 1984","723939.000","5881300.000","54","1990/09/17","","true","266.122","Loddon","RF,SW","North Central CMA","0.000","124.00000","166","2025/09/08","1990/10/16","2.001","1991/09/10","Universal Transverse Mercator","ARTIFICIAL - Broad Crested Weir","0.000","Unknown","0.000"
