Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature,Latitude,Longitude,Easting,Northing
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,9,0.08,0,10.9,,,,
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,10,0.05,0,10.2,,,,
BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,235273,12,0.01,0,14,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,7,0.6,0,7.4,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,8,0.36,0,11.4,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,9,1.44,0,10.5,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,10,0,0,9.6,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,11,0,0,12.2,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,12,0,0,12.4,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,1,0,0,18.5,,,,
BREAKFAST CREEK TRIBUTARY @ V-NOTCH,235274,6,0.02,0,11.8,,,,
SALT CREEK @ DENHAMS TRACK,235276,7,2.54,0,10.2,,,,
SALT CREEK @ DENHAMS TRACK,235276,8,1.46,0,7.3,,,,
SALT CREEK @ DENHAMS TRACK,235276,9,2.42,0,10.4,,,,
SALT CREEK @ DENHAMS TRACK,235276,10,1.05,0,9.5,,,,
SALT CREEK @ DENHAMS TRACK,235276,11,0.27,0,12.5,,,,
SALT CREEK @ DENHAMS TRACK,235276,12,0.79,0,12.6,,,,
SALT CREEK @ DENHAMS TRACK,235276,6,1.61,0,8.2,,,,
MERRI @ WOODFORD,236205,7,52.49,1.2,10.1," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,8,37.18,2.7,9.7," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,9,40.03,2.3,13.7," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,10,34.64,1.1,16," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,11,17.95,1.8,17.5," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,12,18.68,2.2,20.1," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,1,10.52,1.7,19.1," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,2,10.98,0.9,22.4," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,3,11.8,2.3,18.8," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,4,11.94,1.1,17.7," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,5,15.61,1,15.5," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
MERRI @ WOODFORD,236205,6,34.58,1.3,11.7," 38°19'00.8""S","142°28'59.1""E",629651.998,5757970.000
HOPKINS @ HOPKINS F.,236209,7,103.99,23,10.2," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,8,89.94,5.4,11.3," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,9,97.24,9.9,12.9," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,10,77.69,3.2,17," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,11,39.88,6.2,20.8," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,12,31.67,3.6,25.8," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,1,9.09,4.1,23.5," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,2,6.59,11,22.6," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,3,6.71,9.7,24.4," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,4,8.21,9.8,18.6," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,5,10.93,7.8,16.3," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
HOPKINS @ HOPKINS F.,236209,6,66.54,5.1,12.1," 38°20'07.6""S","142°37'30.7""E",642040.005,5755702.000
BURRUMBEET @ LAKE,236215,7,29.8,35.8,8.2," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,8,0,34.1,10.8," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,9,0,14.1,11," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,10,16.04,23.6,15.3," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,11,5.08,12.1,15.7," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,12,5.11,22.1,22.6," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,1,3.93,29.2,21.1," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,2,3.18,19.4,15.7," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,3,2.88,8.1,17.1," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,4,3.91,31.2,16.8," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,5,4.48,9.7,7.7," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
BURRUMBEET @ LAKE,236215,6,19.57,32.9,7.5," 37°31'28.3""S","143°40'32.0""E",736437.945,5843559.980
MOUNT EMU @ TAROON,236216,7,38.51,4,7.5," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,8,36.86,6.9,8.7," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,9,38.65,9.9,10.6," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,10,29.88,3.7,15.3," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,11,12.71,4.7,20.3," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,12,12.69,4.7,20.4," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,1,1.15,3,19.2," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,2,0,17.5,19.6," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,3,0,142,16.5," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOUNT EMU @ TAROON,236216,6,30.47,6.9,10.5," 38°18'20.1""S","142°52'52.6""E",664491.999,5758589.000
MOYNE @ TOOLONG,237200,7,29.05,1.8,9.4," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,8,15.84,2.2,8.8," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,9,27.16,2.4,12.3," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,10,17.69,2.8,14.5," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,11,5.38,3.5,17.9," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,12,6.77,4.2,20.4," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,1,1.89,2,19.1," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,2,1.66,1.3,23.2," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,3,2.51,3.3,18.9," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,4,3.41,3.2,17.3," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,5,5.44,1.1,14.7," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
MOYNE @ TOOLONG,237200,6,16.45,1,11.4," 38°19'11.7""S","142°13'35.1""E",607210.003,5757963.000
DARLOT @ HOMERTON,237205,7,47.59,1.1,9.8," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,8,58.94,0.9,11.6," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,9,72.09,1.4,13.6," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,10,72.13,0.9,14.9," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,11,62.05,2.6,15.1," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,12,50.14,2.4,16.8," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,1,41.47,3.4,22," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,2,34.71,0.6,18," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,3,29.34,1.6,22," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,4,25.57,0.9,14.9," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,5,25.54,2.1,12.9," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
DARLOT @ HOMERTON,237205,6,32.65,1.2,10.4," 38°09'01.5""S","141°46'10.5""E",567428.845,5777200.049
SURRY @ HEATHMERE,237207,7,4.13,1.2,13.1," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,8,5.43,0.9,12.1," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,9,42.13,4.7,11.2," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,10,22.54,2.6,14.5," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,11,3.66,1.6,15.1," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,12,14.71,1.4,17.2," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,1,1.8,1.7,17.4," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,2,1.61,1.2,17.3," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,3,1.64,1.1,17.5," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,4,1.74,1,15.2," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,5,1.82,1.2,13.9," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
SURRY @ HEATHMERE,237207,6,5.27,2.4,11.6," 38°14'36.4""S","141°39'47.6""E",558036.003,5766951.999
GLENELG @ SANDFORD,238202,7,152.51,8.6,9.4," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,8,148.14,19.5,12.9," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,9,191.7,16.1,11.7," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,10,177.27,23.2,15.3," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,11,40.99,39.7,18.9," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,12,116.11,21.9,20.9," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,1,23.8,10.1,23.9," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,2,12.19,8.5,17.3," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,3,38.31,28.8,18.5," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,4,35.52,13.8,17.6," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,5,47.8,12.1,8.8," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
GLENELG @ SANDFORD,238202,6,80.11,14.2,8.9," 37°37'08.5""S","141°25'44.7""E",537867.001,5836351.999
WANNON @ DUNKELD,238204,8,0.21,5.1,6.8," 37°37'51.9""S","142°20'09.9""E",617891.753,5834262.310
WANNON @ DUNKELD,238204,9,0.37,4.7,10.8," 37°37'51.9""S","142°20'09.9""E",617891.753,5834262.310
WANNON @ DUNKELD,238204,10,0.28,5.4,14.6," 37°37'51.9""S","142°20'09.9""E",617891.753,5834262.310
WANNON @ DUNKELD,238204,11,0.01,10.8,15.4," 37°37'51.9""S","142°20'09.9""E",617891.753,5834262.310
WANNON @ DUNKELD,238204,12,0,16.5,19.2," 37°37'51.9""S","142°20'09.9""E",617891.753,5834262.310
GLENELG @ ROCKLANDS,238205,7,0.03,5.3,7.8," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,8,2.45,4.1,7.1," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,9,13.83,5.2,11.3," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,10,0,5,14.7," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,11,40.47,4.8,17.8," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,12,17.5,6.1,18.6," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,1,16.01,4.1,20.3," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,2,32.72,5.2,23," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,3,15.99,8.7,14.6," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,4,21.41,7.3,18.1," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,5,6.59,8.2,16.1," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG @ ROCKLANDS,238205,6,2.05,4.9,10.3," 37°14'11.1""S","141°57'13.5""E",584600.001,5878461.000
GLENELG R DARTMOOR,238206,7,186.72,6.8,8.1," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,8,196.33,9.1,10.5," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,9,279.73,10.1,12.7," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,10,286.23,15.5,14.4," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,11,85.89,22.1,16.4," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,12,150.84,24.5,20," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,1,45.66,5.8,23," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,2,30.68,5.1,22.2," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,3,51.21,23.6,21.7," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,4,55.4,10.1,15," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,5,71.02,10.1,12.1," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
GLENELG R DARTMOOR,238206,6,98.44,12.4,9.6," 37°55'29.0""S","141°16'52.3""E",524714.504,5802486.400
JIMMY @ JIMMY,238208,7,1.91,1.5,13.5," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,8,1.84,2.2,12.6," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,9,2.14,2.8,13.9," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,10,1.57,3,14.8," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,11,1.12,2.5,17.9," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,12,1.1,2.3,20.2," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,1,1.47,1.7,19.7," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,2,1.18,2.1,21," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,3,1.18,1.7,19.1," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,4,1.18,2.9,17.5," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,5,1.18,2.9,18," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
JIMMY @ JIMMY,238208,6,1.62,2.3,15.2," 37°22'22.2""S","142°30'29.9""E",633549.118,5862686.679
GLENELG @ CASTERTON,238212,7,0,10.3,9.4," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,8,0,23.3,13.1," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,9,0,15.4,12," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,10,0,18.8,15.6," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,11,0,17.9,18.8," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,12,0,25.4,19.5," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,1,0,14.1,23.6," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,2,0,14.3,17.6," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,3,0,26.9,17.9," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,4,0,20.9,17.3," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,5,0,15,10.5," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
GLENELG @ CASTERTON,238212,6,0,17.1,9.1," 37°34'56.7""S","141°24'32.2""E",536107.004,5840421.000
WANDO @ WANDO VALE,238223,7,9.28,6.2,8.4," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,8,7.73,10.4,12.1," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,9,0,6.3,10.5," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,10,14.73,9.4,13," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,11,1.95,8.4,14.8," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,12,3.56,12.6,16.2," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,1,0,6.7,22.6," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,2,0,12.5,15.2," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,3,0,9.7,15," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,4,0,47.9,15.4," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,5,0,26.7,9.5," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
WANDO @ WANDO VALE,238223,6,0,3.8,8.2," 37°29'45.4""S","141°25'33.5""E",537653.001,5850008.000
GLENELG R FULHAM BR,238224,7,15.24,16.1,9.3," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,8,19.14,15.1,13," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,9,32.18,9.9,12.8," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,10,24.05,9.1,17.9," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,11,46.38,7.9,22.2," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,12,73.16,20.3,23," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,1,40.57,10.6,21.7," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,2,59.32,9.8,20.9," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,3,47.71,12.4,18.8," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,4,46.51,9.2,16.8," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,5,43.91,8.9,8.9," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
GLENELG R FULHAM BR,238224,6,19.1,7.5,9," 37°08'52.3""S","141°51'00.9""E",575505.996,5888371.000
WANNON @ HENTY,238228,7,85.33,9.7,9.8," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,8,84.15,28.9,12.7," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,9,103.85,27.8,12.1," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,10,85.67,42.4,15.3," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,11,19.35,29,17.3," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,12,23.99,18.9,19.6," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,1,2.26,9.1,23.3," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,2,0.84,12.6,15.7," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,3,1.61,20.6,14.9," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,4,4.67,16.1,16.4," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,5,8.1,31.8,7," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
WANNON @ HENTY,238228,6,33.05,21.4,9.3," 37°38'42.5""S","141°30'20.2""E",544605.002,5833422.999
GLENELG @ BIG CORD,238231,7,16.59,1.6,6.6," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,8,14.76,1.4,5.2," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,9,32.83,5.1,9.2," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,10,21.17,1.9,10.1," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,11,4.99,2.3,12.9," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,12,2.7,3.6,16.2," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,1,0.32,6.2,15.1," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,3,1.67,10.3,14.3," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,4,1.92,6.3,12.8," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,5,2.02,4.4,15.1," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
GLENELG @ BIG CORD,238231,6,11.04,2.7,9.9," 37°18'44.2""S","142°22'02.0""E",621153.207,5869594.944
MURRAY @ JINGELLIC,401201,7,7009.54,32.9,8.6," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,8,5986.11,15.4,11.9," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,9,4486.28,9.1,14.8," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,10,4848.41,17.5,17.9," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,11,4643.16,5.8,20.2," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,12,5355.53,22,24.6," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,1,3085.05,9.3,25.9," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,2,3334.26,13.4,25.6," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,3,2966.37,5.1,24," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,4,2544.02,3.8,17.8," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,5,4448.07,6,12.9," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MURRAY @ JINGELLIC,401201,6,5054.44,10.2,8.8," 35°55'53.1""S","147°42'41.4""E",564181.998,6023411.000
MITTA @ HINNOMUNJIE,401203,7,946.4,3.9,6.6," 36°56'45.5""S","147°36'20.5""E",553930.997,5910937.000
MITTA @ HINNOMUNJIE,401203,8,1270.95,1.8,5.6," 36°56'45.5""S","147°36'20.5""E",553930.997,5910937.000
MITTA @ HINNOMUNJIE,401203,9,1410.58,2.4,9.9," 36°56'45.5""S","147°36'20.5""E",553930.997,5910937.000
