Date,Reservoir,Value,System
30/6/2012,Moondarra,29935,Latrobe
31/7/2012,Moondarra,29865,Latrobe
31/8/2012,Moondarra,29817,Latrobe
30/9/2012,Moondarra,29845,Latrobe
31/10/2012,Moondarra,29820,Latrobe
30/11/2012,Moondarra,29458,Latrobe
31/12/2012,Moondarra,29100,Latrobe
31/1/2013,Moondarra,26368,Latrobe
28/2/2013,Moondarra,23209,Latrobe
31/3/2013,Moondarra,20840,Latrobe
30/4/2013,Moondarra,19543,Latrobe
31/5/2013,Moondarra,20000,Latrobe
30/6/2013,Moondarra,29760,Latrobe
31/7/2013,Moondarra,29779,Latrobe
31/8/2013,Moondarra,29804,Latrobe
30/9/2013,Moondarra,29705,Latrobe
31/10/2013,Moondarra,29884,Latrobe
30/11/2013,Moondarra,29700,Latrobe
31/12/2013,Moondarra,29635,Latrobe
31/1/2014,Moondarra,27455,Latrobe
28/2/2014,Moondarra,24041,Latrobe
31/3/2014,Moondarra,22388,Latrobe
30/4/2014,Moondarra,23923,Latrobe
31/5/2014,Moondarra,24503,Latrobe
30/6/2014,Moondarra,29666,Latrobe
31/7/2014,Moondarra,29700,Latrobe
31/8/2014,Moondarra,29700,Latrobe
30/9/2014,Moondarra,29700,Latrobe
31/10/2014,Moondarra,29700,Latrobe
30/11/2014,Moondarra,29700,Latrobe
31/12/2014,Moondarra,29380,Latrobe
31/1/2015,Moondarra,27895,Latrobe
28/2/2015,Moondarra,26500,Latrobe
31/3/2015,Moondarra,24584,Latrobe
30/4/2015,Moondarra,26499,Latrobe
31/5/2015,Moondarra,29500,Latrobe
30/6/2015,Moondarra,29700,Latrobe
31/7/2015,Moondarra,29853,Latrobe
31/8/2015,Moondarra,29853,Latrobe
30/9/2015,Moondarra,29853,Latrobe
31/10/2015,Moondarra,29660,Latrobe
30/11/2015,Moondarra,28537,Latrobe
31/12/2015,Moondarra,29853,Latrobe
31/1/2016,Moondarra,23631,Latrobe
29/2/2016,Moondarra,22156,Latrobe
31/3/2016,Moondarra,21814,Latrobe
30/4/2016,Moondarra,22271,Latrobe
31/5/2016,Moondarra,22575,Latrobe
30/6/2016,Moondarra,25864,Latrobe
31/7/2016,Moondarra,29853,Latrobe
31/8/2016,Moondarra,29853,Latrobe
30/9/2016,Moondarra,29853,Latrobe
31/10/2016,Moondarra,29853,Latrobe
30/11/2016,Moondarra,29853,Latrobe
31/12/2016,Moondarra,28922,Latrobe
31/1/2017,Moondarra,26045,Latrobe
28/2/2017,Moondarra,23528,Latrobe
31/3/2017,Moondarra,19797,Latrobe
30/4/2017,Moondarra,18892,Latrobe
31/5/2017,Moondarra,19111,Latrobe
30/6/2017,Moondarra,19365,Latrobe
31/7/2017,Moondarra,20100,Latrobe
31/8/2017,Moondarra,22874,Latrobe
30/9/2017,Moondarra,29853,Latrobe
31/10/2017,Moondarra,29853,Latrobe
30/11/2017,Moondarra,29853,Latrobe
31/12/2017,Moondarra,29853,Latrobe
31/1/2018,Moondarra,28607,Latrobe
28/2/2018,Moondarra,26461,Latrobe
31/3/2018,Moondarra,24418,Latrobe
30/4/2018,Moondarra,22839,Latrobe
31/5/2018,Moondarra,23201,Latrobe
30/6/2018,Moondarra,23733.135,Latrobe
31/7/2018,Moondarra,25942.257,Latrobe
31/8/2018,Moondarra,28151.379,Latrobe
30/9/2018,Moondarra,29853,Latrobe
31/10/2018,Moondarra,29853,Latrobe
30/11/2018,Moondarra,29853,Latrobe
31/12/2018,Moondarra,29793.294,Latrobe
31/1/2019,Moondarra,27643.878,Latrobe
28/2/2019,Moondarra,25822.845,Latrobe
31/3/2019,Moondarra,23434.605,Latrobe
30/4/2019,Moondarra,22270.338,Latrobe
31/5/2019,Moondarra,21792.69,Latrobe
30/6/2019,Moondarra,24986.961,Latrobe
31/7/2019,Moondarra,27852.849,Latrobe
31/8/2019,Moondarra,29853,Latrobe
30/9/2019,Moondarra,29853,Latrobe
31/10/2019,Moondarra,29853,Latrobe
30/11/2019,Moondarra,29853,Latrobe
31/12/2019,Moondarra,29196.234,Latrobe
31/1/2020,Moondarra,28360.35,Latrobe
29/2/2020,Moondarra,29853,Latrobe
31/3/2020,Moondarra,29703.735,Latrobe
30/4/2020,Moondarra,29853,Latrobe
31/5/2020,Moondarra,29853,Latrobe
30/6/2020,Moondarra,29853,Latrobe
31/7/2020,Moondarra,29853,Latrobe
31/8/2020,Moondarra,29853,Latrobe
30/9/2020,Moondarra,29853,Latrobe
31/10/2020,Moondarra,29853,Latrobe
30/11/2020,Moondarra,29853,Latrobe
31/12/2020,Moondarra,29853,Latrobe
31/1/2021,Moondarra,29853,Latrobe
28/2/2021,Moondarra,29708,Latrobe
31/3/2021,Moondarra,29853,Latrobe
30/4/2021,Moondarra,29853,Latrobe
31/5/2021,Moondarra,29853,Latrobe
30/6/2021,Moondarra,29853,Latrobe
31/7/2021,Moondarra,29853,Latrobe
31/8/2021,Moondarra,29853,Latrobe
30/9/2021,Moondarra,29853,Latrobe
31/10/2021,Moondarra,29853,Latrobe
30/11/2021,Moondarra,29853,Latrobe
31/12/2021,Moondarra,29853,Latrobe
31/1/2022,Moondarra,28061.82,Latrobe
28/2/2022,Moondarra,25375.05,Latrobe
31/3/2022,Moondarra,24986.961,Latrobe
30/4/2022,Moondarra,28808.145,Latrobe
31/5/2022,Moondarra,27882.702,Latrobe
30/6/2022,Moondarra,29853,Latrobe
31/7/2022,Moondarra,29853,Latrobe
31/8/2022,Moondarra,29853,Latrobe
30/9/2022,Moondarra,29853,Latrobe
31/10/2022,Moondarra,29853,Latrobe
30/11/2022,Moondarra,29853,Latrobe
31/12/2022,Moondarra,29853,Latrobe
31/1/2023,Moondarra,29853,Latrobe
28/2/2023,Moondarra,28808.145,Latrobe
31/3/2023,Moondarra,27882.702,Latrobe
30/4/2023,Moondarra,29853,Latrobe
31/5/2023,Moondarra,29853,Latrobe
30/6/2023,Moondarra,29853,Latrobe
31/7/2023,Moondarra,29853,Latrobe
31/8/2023,Moondarra,29853,Latrobe
30/9/2023,Moondarra,29823.147,Latrobe
31/10/2023,Moondarra,29853,Latrobe
30/11/2023,Moondarra,29853,Latrobe
31/12/2023,Moondarra,29853,Latrobe
31/1/2024,Moondarra,29793.294,Latrobe
29/2/2024,Moondarra,27793.143,Latrobe
31/3/2024,Moondarra,24718.284,Latrobe
30/4/2024,Moondarra,26181,Latrobe
31/5/2024,Moondarra,26121.375,Latrobe
30/6/2024,Moondarra,27733.437,Latrobe
31/7/2024,Moondarra,29853,Latrobe
31/8/2024,Moondarra,29733.588,Latrobe
30/9/2024,Moondarra,29853,Latrobe
31/10/2024,Moondarra,29853,Latrobe
30/11/2024,Moondarra,28658.88,Latrobe
31/12/2024,Moondarra,26957.259,Latrobe
31/1/2025,Moondarra,24748.137,Latrobe
28/2/2025,Moondarra,23882.4,Latrobe
31/3/2025,Moondarra,22867.398,Latrobe
30/4/2025,Moondarra,24151.077,Latrobe
31/5/2025,Moondarra,23912.253,Latrobe
30/6/2025,Moondarra,25166.079,Latrobe
31/7/2025,Moondarra,29853,Latrobe
31/8/2025,Moondarra,29853,Latrobe
30/9/2025,Moondarra,29853,Latrobe
31/1/2010,Narracan,6317,Latrobe
28/2/2010,Narracan,4298,Latrobe
31/3/2010,Narracan,2322,Latrobe
30/4/2010,Narracan,1491,Latrobe
31/5/2010,Narracan,1945,Latrobe
30/6/2010,Narracan,5934,Latrobe
31/7/2010,Narracan,6197,Latrobe
31/8/2010,Narracan,5992,Latrobe
30/9/2010,Narracan,5876,Latrobe
31/10/2010,Narracan,5905,Latrobe
30/11/2010,Narracan,5300,Latrobe
31/12/2010,Narracan,6657,Latrobe
31/1/2011,Narracan,6713,Latrobe
28/2/2011,Narracan,6657,Latrobe
31/3/2011,Narracan,6797,Latrobe
30/4/2011,Narracan,4924,Latrobe
31/5/2011,Narracan,5514,Latrobe
30/6/2011,Narracan,5406,Latrobe
31/7/2011,Narracan,5460,Latrobe
31/8/2011,Narracan,5379,Latrobe
30/9/2011,Narracan,5735,Latrobe
31/10/2011,Narracan,5992,Latrobe
30/11/2011,Narracan,4274,Latrobe
31/12/2011,Narracan,6594,Latrobe
31/1/2012,Narracan,6626,Latrobe
29/2/2012,Narracan,5193,Latrobe
31/3/2012,Narracan,4977,Latrobe
30/4/2012,Narracan,5111,Latrobe
31/5/2012,Narracan,4298,Latrobe
30/6/2012,Narracan,5624,Latrobe
31/7/2012,Narracan,6050,Latrobe
31/8/2012,Narracan,6221,Latrobe
30/9/2012,Narracan,6394,Latrobe
31/10/2012,Narracan,5942,Latrobe
30/11/2012,Narracan,4793,Latrobe
31/12/2012,Narracan,4493.4,Latrobe
31/1/2013,Narracan,4600,Latrobe
28/2/2013,Narracan,4835,Latrobe
31/3/2013,Narracan,4231.8,Latrobe
30/4/2013,Narracan,3790,Latrobe
31/5/2013,Narracan,5368.6,Latrobe
30/6/2013,Narracan,4420.4,Latrobe
31/7/2013,Narracan,6575.4,Latrobe
31/8/2013,Narracan,6538.2,Latrobe
30/9/2013,Narracan,3855,Latrobe
31/10/2013,Narracan,5019.2,Latrobe
30/11/2013,Narracan,6647.7,Latrobe
31/12/2013,Narracan,6369,Latrobe
31/1/2014,Narracan,4317.2,Latrobe
28/2/2014,Narracan,4530,Latrobe
31/3/2014,Narracan,4630,Latrobe
30/4/2014,Narracan,5693,Latrobe
31/5/2014,Narracan,6696.2,Latrobe
30/6/2014,Narracan,3548.4,Latrobe
31/7/2014,Narracan,828,Latrobe
31/8/2014,Narracan,5793.8,Latrobe
30/9/2014,Narracan,6650.8,Latrobe
31/10/2014,Narracan,6607,Latrobe
30/11/2014,Narracan,6473,Latrobe
31/12/2014,Narracan,5630,Latrobe
31/1/2015,Narracan,4302.8,Latrobe
28/2/2015,Narracan,4471,Latrobe
31/3/2015,Narracan,5046.2,Latrobe
30/4/2015,Narracan,4819,Latrobe
31/5/2015,Narracan,6308,Latrobe
30/6/2015,Narracan,6147,Latrobe
31/7/2015,Narracan,5881.8,Latrobe
31/8/2015,Narracan,5607.2,Latrobe
30/9/2015,Narracan,6427,Latrobe
31/10/2015,Narracan,6439,Latrobe
30/11/2015,Narracan,4858,Latrobe
31/12/2015,Narracan,3680.8,Latrobe
31/1/2016,Narracan,4826.8,Latrobe
29/2/2016,Narracan,4871,Latrobe
31/3/2016,Narracan,4567.5,Latrobe
30/4/2016,Narracan,4432.4,Latrobe
31/5/2016,Narracan,2454,Latrobe
30/6/2016,Narracan,4465.9,Latrobe
31/7/2016,Narracan,1722.8,Latrobe
31/8/2016,Narracan,439.1,Latrobe
30/9/2016,Narracan,439,Latrobe
31/10/2016,Narracan,2985,Latrobe
30/11/2016,Narracan,6363,Latrobe
31/12/2016,Narracan,6363,Latrobe
31/1/2017,Narracan,4394,Latrobe
28/2/2017,Narracan,4910.1,Latrobe
31/3/2017,Narracan,4191,Latrobe
30/4/2017,Narracan,5077,Latrobe
31/5/2017,Narracan,2051.4,Latrobe
30/6/2017,Narracan,1100.8,Latrobe
31/7/2017,Narracan,4772,Latrobe
31/8/2017,Narracan,5983.5,Latrobe
30/9/2017,Narracan,5702,Latrobe
31/10/2017,Narracan,5973,Latrobe
30/11/2017,Narracan,4858.7,Latrobe
31/12/2017,Narracan,6291,Latrobe
31/1/2018,Narracan,4497.7,Latrobe
28/2/2018,Narracan,5059.5,Latrobe
31/3/2018,Narracan,4300,Latrobe
30/4/2018,Narracan,4153,Latrobe
31/5/2018,Narracan,4077.4,Latrobe
30/6/2018,Narracan,6191.5,Latrobe
31/7/2018,Narracan,5812.2,Latrobe
31/8/2018,Narracan,5808.5,Latrobe
30/9/2018,Narracan,6157.7,Latrobe
31/10/2018,Narracan,5981.7,Latrobe
30/11/2018,Narracan,6363,Latrobe
31/12/2018,Narracan,4601.8,Latrobe
31/1/2019,Narracan,4920.6,Latrobe
28/2/2019,Narracan,5105.6,Latrobe
31/3/2019,Narracan,4772.9,Latrobe
30/4/2019,Narracan,4803.1,Latrobe
31/5/2019,Narracan,4131.8,Latrobe
30/6/2019,Narracan,6362.8,Latrobe
31/7/2019,Narracan,5903.3,Latrobe
31/8/2019,Narracan,5483.7,Latrobe
30/9/2019,Narracan,5491.9,Latrobe
31/10/2019,Narracan,6211.8,Latrobe
30/11/2019,Narracan,6341.5,Latrobe
31/12/2019,Narracan,4582.9,Latrobe
31/1/2020,Narracan,5592.8,Latrobe
29/2/2020,Narracan,5081.4,Latrobe
31/3/2020,Narracan,4321.7,Latrobe
30/4/2020,Narracan,4649.4,Latrobe
31/5/2020,Narracan,4615.2,Latrobe
30/6/2020,Narracan,4772.1,Latrobe
31/7/2020,Narracan,4213.7,Latrobe
31/8/2020,Narracan,4866.4,Latrobe
30/9/2020,Narracan,4518.75,Latrobe
31/10/2020,Narracan,5557.701,Latrobe
30/11/2020,Narracan,6363,Latrobe
31/12/2020,Narracan,5853.6,Latrobe
31/1/2021,Narracan,5739.2,Latrobe
28/2/2021,Narracan,4313.3,Latrobe
31/3/2021,Narracan,5188.1,Latrobe
30/4/2021,Narracan,5379.9,Latrobe
31/5/2021,Narracan,5420,Latrobe
30/6/2021,Narracan,5234.9,Latrobe
31/7/2021,Narracan,4545.7,Latrobe
31/8/2021,Narracan,4937.3,Latrobe
30/9/2021,Narracan,4769.5,Latrobe
31/10/2021,Narracan,5240.8,Latrobe
30/11/2021,Narracan,5255.3,Latrobe
31/12/2021,Narracan,5454,Latrobe
31/1/2022,Narracan,6054.3,Latrobe
28/2/2022,Narracan,4498,Latrobe
31/3/2022,Narracan,4446.9,Latrobe
30/4/2022,Narracan,5173.9,Latrobe
31/5/2022,Narracan,5119.1,Latrobe
30/6/2022,Narracan,4727,Latrobe
31/7/2022,Narracan,5020.4,Latrobe
31/8/2022,Narracan,5020.4,Latrobe
30/9/2022,Narracan,4907.2,Latrobe
31/10/2022,Narracan,4730,Latrobe
30/11/2022,Narracan,5282.8,Latrobe
31/12/2022,Narracan,5355.9,Latrobe
31/1/2023,Narracan,6001.4,Latrobe
28/2/2023,Narracan,5348,Latrobe
31/3/2023,Narracan,5743.3,Latrobe
30/4/2023,Narracan,5735.2,Latrobe
31/5/2023,Narracan,5157.7,Latrobe
30/6/2023,Narracan,5465,Latrobe
31/7/2023,Narracan,5724.9,Latrobe
31/8/2023,Narracan,5986.2,Latrobe
30/9/2023,Narracan,5915.9,Latrobe
31/10/2023,Narracan,5929,Latrobe
30/11/2023,Narracan,4750.2,Latrobe
31/12/2023,Narracan,5269.2,Latrobe
31/1/2024,Narracan,5356.9,Latrobe
29/2/2024,Narracan,5705.6,Latrobe
31/3/2024,Narracan,4238.4,Latrobe
30/4/2024,Narracan,5457,Latrobe
31/5/2024,Narracan,5350.1,Latrobe
30/6/2024,Narracan,5256.3,Latrobe
31/7/2024,Narracan,5557.8,Latrobe
31/8/2024,Narracan,5110.6,Latrobe
30/9/2024,Narracan,4984.5,Latrobe
31/10/2024,Narracan,5343.6,Latrobe
30/11/2024,Narracan,5141.1,Latrobe
31/12/2024,Narracan,5284.8,Latrobe
31/1/2025,Narracan,5075.3,Latrobe
28/2/2025,Narracan,5505.1,Latrobe
31/3/2025,Narracan,5317.8,Latrobe
30/4/2025,Narracan,5660.7,Latrobe
31/5/2025,Narracan,2333.3,Latrobe
30/6/2025,Narracan,3714.1,Latrobe
31/7/2025,Narracan,5051.8,Latrobe
31/8/2025,Narracan,5099.7,Latrobe
30/9/2025,Narracan,5614.7,Latrobe
31/1/2010,Cairn Curran,7496,Loddon
28/2/2010,Cairn Curran,6414,Loddon
31/3/2010,Cairn Curran,6981,Loddon
30/4/2010,Cairn Curran,8380,Loddon
31/5/2010,Cairn Curran,6210,Loddon
30/6/2010,Cairn Curran,6675,Loddon
31/7/2010,Cairn Curran,12515,Loddon
31/8/2010,Cairn Curran,60037,Loddon
30/9/2010,Cairn Curran,121646,Loddon
31/10/2010,Cairn Curran,139420,Loddon
30/11/2010,Cairn Curran,142686,Loddon
31/12/2010,Cairn Curran,137626,Loddon
31/1/2011,Cairn Curran,141137,Loddon
28/2/2011,Cairn Curran,141046,Loddon
31/3/2011,Cairn Curran,138521,Loddon
30/4/2011,Cairn Curran,134265,Loddon
31/5/2011,Cairn Curran,131650,Loddon
30/6/2011,Cairn Curran,131620,Loddon
31/7/2011,Cairn Curran,137268,Loddon
31/8/2011,Cairn Curran,142412,Loddon
30/9/2011,Cairn Curran,143784,Loddon
31/10/2011,Cairn Curran,144243,Loddon
30/11/2011,Cairn Curran,142320,Loddon
31/12/2011,Cairn Curran,137805,Loddon
31/1/2012,Cairn Curran,132868,Loddon
29/2/2012,Cairn Curran,133478,Loddon
31/3/2012,Cairn Curran,133478,Loddon
30/4/2012,Cairn Curran,130266,Loddon
31/5/2012,Cairn Curran,128638,Loddon
30/6/2012,Cairn Curran,131477,Loddon
31/7/2012,Cairn Curran,142320,Loddon
31/8/2012,Cairn Curran,143052,Loddon
30/9/2012,Cairn Curran,146010,Loddon
31/10/2012,Cairn Curran,144522,Loddon
30/11/2012,Cairn Curran,138521,Loddon
31/12/2012,Cairn Curran,132520,Loddon
31/1/2013,Cairn Curran,123644,Loddon
28/2/2013,Cairn Curran,116123,Loddon
31/3/2013,Cairn Curran,102656,Loddon
30/4/2013,Cairn Curran,97680,Loddon
31/5/2013,Cairn Curran,97400,Loddon
30/6/2013,Cairn Curran,97400,Loddon
31/7/2013,Cairn Curran,100216,Loddon
31/8/2013,Cairn Curran,115646,Loddon
30/9/2013,Cairn Curran,125665,Loddon
31/10/2013,Cairn Curran,125242,Loddon
30/11/2013,Cairn Curran,121234,Loddon
31/12/2013,Cairn Curran,115964,Loddon
31/1/2014,Cairn Curran,109078,Loddon
28/2/2014,Cairn Curran,102512,Loddon
31/3/2014,Cairn Curran,93695,Loddon
30/4/2014,Cairn Curran,87008,Loddon
31/5/2014,Cairn Curran,85738,Loddon
30/6/2014,Cairn Curran,83990,Loddon
31/7/2014,Cairn Curran,91690,Loddon
31/8/2014,Cairn Curran,93560,Loddon
30/9/2014,Cairn Curran,87135,Loddon
31/10/2014,Cairn Curran,82750,Loddon
30/11/2014,Cairn Curran,79190,Loddon
31/12/2014,Cairn Curran,74673,Loddon
31/1/2015,Cairn Curran,71640,Loddon
28/2/2015,Cairn Curran,68067,Loddon
31/3/2015,Cairn Curran,62495,Loddon
30/4/2015,Cairn Curran,57974,Loddon
31/5/2015,Cairn Curran,54280,Loddon
30/6/2015,Cairn Curran,51556,Loddon
31/7/2015,Cairn Curran,49618,Loddon
31/8/2015,Cairn Curran,46543,Loddon
30/9/2015,Cairn Curran,43931,Loddon
31/10/2015,Cairn Curran,38157,Loddon
30/11/2015,Cairn Curran,35642,Loddon
31/12/2015,Cairn Curran,31835,Loddon
31/1/2016,Cairn Curran,28925,Loddon
29/2/2016,Cairn Curran,26760,Loddon
31/3/2016,Cairn Curran,21608,Loddon
30/4/2016,Cairn Curran,16723,Loddon
31/5/2016,Cairn Curran,16246,Loddon
30/6/2016,Cairn Curran,17234,Loddon
31/7/2016,Cairn Curran,38476,Loddon
31/8/2016,Cairn Curran,57877,Loddon
30/9/2016,Cairn Curran,142102,Loddon
31/10/2016,Cairn Curran,144708,Loddon
30/11/2016,Cairn Curran,145917,Loddon
31/12/2016,Cairn Curran,142320,Loddon
31/1/2017,Cairn Curran,137268,Loddon
28/2/2017,Cairn Curran,130958,Loddon
31/3/2017,Cairn Curran,120863,Loddon
30/4/2017,Cairn Curran,116521,Loddon
31/5/2017,Cairn Curran,112796,Loddon
30/6/2017,Cairn Curran,110079,Loddon
31/7/2017,Cairn Curran,109386,Loddon
31/8/2017,Cairn Curran,118373,Loddon
30/9/2017,Cairn Curran,117761,Loddon
31/10/2017,Cairn Curran,114454,Loddon
30/11/2017,Cairn Curran,112172,Loddon
31/12/2017,Cairn Curran,107852,Loddon
31/1/2018,Cairn Curran,103230,Loddon
28/2/2018,Cairn Curran,98030,Loddon
31/3/2018,Cairn Curran,89528,Loddon
30/4/2018,Cairn Curran,82384,Loddon
31/5/2018,Cairn Curran,80038,Loddon
30/6/2018,Cairn Curran,79588,Loddon
31/7/2018,Cairn Curran,79588,Loddon
31/8/2018,Cairn Curran,79588,Loddon
30/9/2018,Cairn Curran,76800,Loddon
31/10/2018,Cairn Curran,68388,Loddon
30/11/2018,Cairn Curran,65914.24,Loddon
31/12/2018,Cairn Curran,62824.51,Loddon
31/1/2019,Cairn Curran,57733,Loddon
28/2/2019,Cairn Curran,54438.1,Loddon
31/3/2019,Cairn Curran,50085,Loddon
30/4/2019,Cairn Curran,47316,Loddon
31/5/2019,Cairn Curran,46786,Loddon
30/6/2019,Cairn Curran,48994.29,Loddon
31/7/2019,Cairn Curran,63413.03,Loddon
31/8/2019,Cairn Curran,76066.21,Loddon
30/9/2019,Cairn Curran,78126.03,Loddon
31/10/2019,Cairn Curran,76948.99,Loddon
30/11/2019,Cairn Curran,71505.18,Loddon
31/12/2019,Cairn Curran,66944.15,Loddon
31/1/2020,Cairn Curran,62383.12,Loddon
29/2/2020,Cairn Curran,59881.91,Loddon
31/3/2020,Cairn Curran,57086.44,Loddon
30/4/2020,Cairn Curran,55909.4,Loddon
31/5/2020,Cairn Curran,56645.05,Loddon
30/6/2020,Cairn Curran,57822.09,Loddon
31/7/2020,Cairn Curran,58999.13,Loddon
31/8/2020,Cairn Curran,67826.93,Loddon
30/9/2020,Cairn Curran,68709.71,Loddon
31/10/2020,Cairn Curran,73712.13,Loddon
30/11/2020,Cairn Curran,72535.09,Loddon
31/12/2020,Cairn Curran,68856.84,Loddon
31/1/2021,Cairn Curran,65914.24,Loddon
28/2/2021,Cairn Curran,63118.77,Loddon
31/3/2021,Cairn Curran,58704.87,Loddon
30/4/2021,Cairn Curran,56497.92,Loddon
31/5/2021,Cairn Curran,55320.88,Loddon
30/6/2021,Cairn Curran,57674.96,Loddon
31/7/2021,Cairn Curran,74300.65,Loddon
31/8/2021,Cairn Curran,87395.22,Loddon
30/9/2021,Cairn Curran,93868.94,Loddon
31/10/2021,Cairn Curran,97694.32,Loddon
30/11/2021,Cairn Curran,99901.27,Loddon
31/12/2021,Cairn Curran,96664.41,Loddon
31/1/2022,Cairn Curran,95781.63,Loddon
28/2/2022,Cairn Curran,92839.03,Loddon
31/3/2022,Cairn Curran,84452.62,Loddon
30/4/2022,Cairn Curran,79303.07,Loddon
31/5/2022,Cairn Curran,79303.07,Loddon
30/6/2022,Cairn Curran,80332.98,Loddon
31/7/2022,Cairn Curran,82392.8,Loddon
31/8/2022,Cairn Curran,113437.23,Loddon
30/9/2022,Cairn Curran,143304.62,Loddon
31/10/2022,Cairn Curran,141391.93,Loddon
30/11/2022,Cairn Curran,146247.22,Loddon
31/12/2022,Cairn Curran,146100.09,Loddon
31/1/2023,Cairn Curran,143304.62,Loddon
28/2/2023,Cairn Curran,139184.98,Loddon
31/3/2023,Cairn Curran,129180.14,Loddon
30/4/2023,Cairn Curran,125354.76,Loddon
31/5/2023,Cairn Curran,123294.94,Loddon
30/6/2023,Cairn Curran,138743.59,Loddon
31/7/2023,Cairn Curran,143157.49,Loddon
31/8/2023,Cairn Curran,146247.22,Loddon
30/9/2023,Cairn Curran,142274.71,Loddon
31/10/2023,Cairn Curran,137566.55,Loddon
30/11/2023,Cairn Curran,127561.71,Loddon
31/12/2023,Cairn Curran,128150.23,Loddon
31/1/2024,Cairn Curran,129621.53,Loddon
29/2/2024,Cairn Curran,124619.11,Loddon
31/3/2024,Cairn Curran,111230.28,Loddon
30/4/2024,Cairn Curran,107111,Loddon
31/5/2024,Cairn Curran,104315.17,Loddon
30/6/2024,Cairn Curran,103285.26,Loddon
31/7/2024,Cairn Curran,103726.65,Loddon
31/8/2024,Cairn Curran,102696.74,Loddon
30/9/2024,Cairn Curran,96370.15,Loddon
31/10/2024,Cairn Curran,90779.21,Loddon
30/11/2024,Cairn Curran,87395.22,Loddon
31/12/2024,Cairn Curran,83864.1,Loddon
31/1/2025,Cairn Curran,79155.94,Loddon
28/2/2025,Cairn Curran,73712.13,Loddon
31/3/2025,Cairn Curran,66061.37,Loddon
30/4/2025,Cairn Curran,60911.82,Loddon
31/5/2025,Cairn Curran,58116.35,Loddon
30/6/2025,Cairn Curran,56792.18,Loddon
31/7/2025,Cairn Curran,56497.92,Loddon
31/8/2025,Cairn Curran,56497.92,Loddon
30/9/2025,Cairn Curran,58557.74,Loddon
31/1/2010,Hepburn,20,Loddon
28/2/2010,Hepburn,16,Loddon
31/3/2010,Hepburn,17,Loddon
30/4/2010,Hepburn,14,Loddon
31/5/2010,Hepburn,48,Loddon
30/6/2010,Hepburn,20,Loddon
31/7/2010,Hepburn,466,Loddon
31/8/2010,Hepburn,2585,Loddon
30/9/2010,Hepburn,2467,Loddon
31/10/2010,Hepburn,2462,Loddon
30/11/2010,Hepburn,2424,Loddon
31/12/2010,Hepburn,2418,Loddon
31/1/2011,Hepburn,2448,Loddon
28/2/2011,Hepburn,2402,Loddon
31/3/2011,Hepburn,2292,Loddon
30/4/2011,Hepburn,2215,Loddon
31/5/2011,Hepburn,2244,Loddon
30/6/2011,Hepburn,2391,Loddon
31/7/2011,Hepburn,2451,Loddon
31/8/2011,Hepburn,2457,Loddon
30/9/2011,Hepburn,2479,Loddon
31/10/2011,Hepburn,2438,Loddon
30/11/2011,Hepburn,2397,Loddon
31/12/2011,Hepburn,2188,Loddon
31/1/2012,Hepburn,1771,Loddon
29/2/2012,Hepburn,1601,Loddon
31/3/2012,Hepburn,1563,Loddon
30/4/2012,Hepburn,1538,Loddon
31/5/2012,Hepburn,1558,Loddon
30/6/2012,Hepburn,1735,Loddon
31/7/2012,Hepburn,2457,Loddon
31/8/2012,Hepburn,2489,Loddon
30/9/2012,Hepburn,2440,Loddon
31/10/2012,Hepburn,2391,Loddon
30/11/2012,Hepburn,2311,Loddon
31/12/2012,Hepburn,1983,Loddon
31/1/2013,Hepburn,1508,Loddon
28/2/2013,Hepburn,1188,Loddon
31/3/2013,Hepburn,1006,Loddon
30/4/2013,Hepburn,932,Loddon
31/5/2013,Hepburn,983,Loddon
30/6/2013,Hepburn,992,Loddon
31/7/2013,Hepburn,1101,Loddon
31/8/2013,Hepburn,1792,Loddon
30/9/2013,Hepburn,2456,Loddon
31/10/2013,Hepburn,2451,Loddon
30/11/2013,Hepburn,2375,Loddon
31/12/2013,Hepburn,2209,Loddon
31/1/2014,Hepburn,1864,Loddon
28/2/2014,Hepburn,1533,Loddon
31/3/2014,Hepburn,1173,Loddon
30/4/2014,Hepburn,1368,Loddon
31/5/2014,Hepburn,1368,Loddon
30/6/2014,Hepburn,1448,Loddon
31/7/2014,Hepburn,1910,Loddon
31/8/2014,Hepburn,2381,Loddon
30/9/2014,Hepburn,2402,Loddon
31/10/2014,Hepburn,2391,Loddon
30/11/2014,Hepburn,2220,Loddon
31/12/2014,Hepburn,1853,Loddon
31/1/2015,Hepburn,1720,Loddon
28/2/2015,Hepburn,1388,Loddon
31/3/2015,Hepburn,1178,Loddon
30/4/2015,Hepburn,1135,Loddon
31/5/2015,Hepburn,1183,Loddon
30/6/2015,Hepburn,1178,Loddon
31/7/2015,Hepburn,1246,Loddon
31/8/2015,Hepburn,1285,Loddon
30/9/2015,Hepburn,1265,Loddon
31/10/2015,Hepburn,1139,Loddon
30/11/2015,Hepburn,1044,Loddon
31/12/2015,Hepburn,827,Loddon
31/1/2016,Hepburn,441,Loddon
29/2/2016,Hepburn,466,Loddon
31/3/2016,Hepburn,340,Loddon
30/4/2016,Hepburn,292,Loddon
31/5/2016,Hepburn,340,Loddon
30/6/2016,Hepburn,446,Loddon
31/7/2016,Hepburn,1558,Loddon
31/8/2016,Hepburn,2488,Loddon
30/9/2016,Hepburn,2619,Loddon
31/10/2016,Hepburn,2478,Loddon
