Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature
OVENS @ BRIGHT,403205,01,169.71,2.2,22.1
OVENS @ BRIGHT,403205,02,82.41,1.9,22.7
OVENS @ BRIGHT,403205,03,82.03,3.4,21.9
OVENS @ BRIGHT,403205,04,66.19,1.2,15.6
OVENS @ BRIGHT,403205,05,68.24,2.5,11.1
OVENS @ BRIGHT,403205,06,210.76,5.3,8.8
OVENS @ MYRTLEFORD,403210,07,894.38,1.4,8.5
OVENS @ MYRTLEFORD,403210,08,914.9,1.4,10.6
OVENS @ MYRTLEFORD,403210,09,954.58,1.4,12
OVENS @ MYRTLEFORD,403210,10,1030.58,2.4,14.3
OVENS @ MYRTLEFORD,403210,11,833.34,11.3,16.1
OVENS @ MYRTLEFORD,403210,12,1554.56,2.7,20.2
OVENS @ MYRTLEFORD,403210,01,331.51,2,23.3
OVENS @ MYRTLEFORD,403210,02,139.41,1.5,23.6
OVENS @ MYRTLEFORD,403210,03,167.44,1.4,19.3
OVENS @ MYRTLEFORD,403210,04,129.47,1.1,16.2
OVENS @ MYRTLEFORD,403210,05,134.1,1.6,11.1
OVENS @ MYRTLEFORD,403210,06,562.65,1.6,8.5
ROSE RV @ MATONG NTH,403217,07,86.09,4,6
ROSE RV @ MATONG NTH,403217,08,80.57,2.1,8.2
ROSE RV @ MATONG NTH,403217,09,77.97,2.3,10.1
ROSE RV @ MATONG NTH,403217,10,75.61,1.7,15.8
ROSE RV @ MATONG NTH,403217,11,0,2.5,18.3
ROSE RV @ MATONG NTH,403217,12,279.54,2.8,18.9
ROSE RV @ MATONG NTH,403217,01,17.22,1.4,20.2
ROSE RV @ MATONG NTH,403217,02,2.58,1.8,20.2
ROSE RV @ MATONG NTH,403217,03,3.01,2,15.4
ROSE RV @ MATONG NTH,403217,04,1.56,1.5,13.5
ROSE RV @ MATONG NTH,403217,05,1.58,0.5,4.1
ROSE RV @ MATONG NTH,403217,06,29.1,4,7.5
BUFFALO @ ABBEYARD,403222,07,328.77,2.2,6.3
BUFFALO @ ABBEYARD,403222,08,259.78,2.3,7.4
BUFFALO @ ABBEYARD,403222,09,303.63,1.7,8.8
BUFFALO @ ABBEYARD,403222,10,286.26,2.3,13.3
BUFFALO @ ABBEYARD,403222,11,294.59,3.6,15.8
BUFFALO @ ABBEYARD,403222,12,550.92,3,16.8
BUFFALO @ ABBEYARD,403222,01,85.65,3.1,21.3
BUFFALO @ ABBEYARD,403222,02,23.22,3.2,20.2
BUFFALO @ ABBEYARD,403222,03,29.32,8.5,15.7
BUFFALO @ ABBEYARD,403222,04,19.85,1.6,14.8
BUFFALO @ ABBEYARD,403222,05,23.91,1.8,6
BUFFALO @ ABBEYARD,403222,06,170.87,4.9,7.7
KING @ DOCKER ROAD,403223,07,421.26,5.9,7.1
KING @ DOCKER ROAD,403223,08,436.81,8.7,9.7
KING @ DOCKER ROAD,403223,09,427.99,6.3,12
KING @ DOCKER ROAD,403223,10,410.81,8.6,13.8
KING @ DOCKER ROAD,403223,11,433.19,8.8,19.7
KING @ DOCKER ROAD,403223,12,1311.01,15.7,20.5
KING @ DOCKER ROAD,403223,01,120.91,9.4,24.4
KING @ DOCKER ROAD,403223,02,72.21,10,24.5
KING @ DOCKER ROAD,403223,03,88.04,16.8,23.4
KING @ DOCKER ROAD,403223,04,81.54,10.1,16.6
KING @ DOCKER ROAD,403223,05,76.74,9.2,14.1
KING @ DOCKER ROAD,403223,06,100.02,3,7.4
WILLIAM HOVELL,403228,07,246.59,2.6,7
WILLIAM HOVELL,403228,08,238.26,1.2,7.1
WILLIAM HOVELL,403228,09,293.75,1.3,10.4
WILLIAM HOVELL,403228,10,312.48,0.9,10.5
WILLIAM HOVELL,403228,11,361.33,1.1,14.3
WILLIAM HOVELL,403228,12,766.85,3.9,17.4
WILLIAM HOVELL,403228,01,119.77,1.2,15.5
WILLIAM HOVELL,403228,02,101.99,1.8,18.9
WILLIAM HOVELL,403228,03,106.53,2,22.3
WILLIAM HOVELL,403228,04,102.55,2,19
WILLIAM HOVELL,403228,05,81.96,2.4,14
WILLIAM HOVELL,403228,06,58.35,3.6,9.5
OVENS @ ROCKY POINT,403230,07,1522.05,3,8.4
OVENS @ ROCKY POINT,403230,08,1505.85,92,11.5
OVENS @ ROCKY POINT,403230,09,1636.4,2.5,13
OVENS @ ROCKY POINT,403230,10,1702.14,3.5,14.1
OVENS @ ROCKY POINT,403230,11,1589.31,9.8,18.6
OVENS @ ROCKY POINT,403230,12,3170.29,3.3,21.9
OVENS @ ROCKY POINT,403230,01,568.02,1.8,24.2
OVENS @ ROCKY POINT,403230,02,246.04,2.3,22.1
OVENS @ ROCKY POINT,403230,03,319.6,1.4,20.4
OVENS @ ROCKY POINT,403230,04,350.51,2.4,17.9
OVENS @ ROCKY POINT,403230,05,240.09,3.1,11.5
OVENS @ ROCKY POINT,403230,06,830.35,1.8,8.6
BUCKLAND @ HARRIS,403233,07,366.17,1.3,8.1
BUCKLAND @ HARRIS,403233,08,334.95,1.1,7.2
BUCKLAND @ HARRIS,403233,09,347.03,1.1,8.3
BUCKLAND @ HARRIS,403233,10,357.08,1.7,11.4
BUCKLAND @ HARRIS,403233,11,335.5,2.7,17.6
BUCKLAND @ HARRIS,403233,12,656.71,1.9,15.6
BUCKLAND @ HARRIS,403233,01,114.22,1.2,19.1
BUCKLAND @ HARRIS,403233,02,44.06,1.1,16.1
BUCKLAND @ HARRIS,403233,03,56.16,0.9,18.4
BUCKLAND @ HARRIS,403233,04,35.52,0.8,15.6
BUCKLAND @ HARRIS,403233,05,35.91,35,12.3
BUCKLAND @ HARRIS,403233,06,239.69,0.8,8.5
OVENS @ PEECHELBA,403241,07,1794.1,13.8,8.1
OVENS @ PEECHELBA,403241,08,2088.73,13.2,8
OVENS @ PEECHELBA,403241,09,2368.22,22.1,13
OVENS @ PEECHELBA,403241,10,2141.52,16,16
OVENS @ PEECHELBA,403241,11,1580.85,14.6,21.9
OVENS @ PEECHELBA,403241,12,4953.96,52.6,23.1
OVENS @ PEECHELBA,403241,01,676.63,19.7,26.2
OVENS @ PEECHELBA,403241,02,243.96,16.1,27.3
OVENS @ PEECHELBA,403241,03,280.28,14.2,26.3
OVENS @ PEECHELBA,403241,04,330.37,16.9,20.4
OVENS @ PEECHELBA,403241,05,223.21,9.2,14
OVENS @ PEECHELBA,403241,06,760.35,9.8,10
OVENS @ HARRIETVILLE,403244,07,130.05,1.2,5.4
OVENS @ HARRIETVILLE,403244,08,159.26,1,5.9
OVENS @ HARRIETVILLE,403244,09,187.87,1.4,6.8
OVENS @ HARRIETVILLE,403244,10,167.4,1.5,10.2
OVENS @ HARRIETVILLE,403244,11,147.58,1.1,11.2
OVENS @ HARRIETVILLE,403244,12,286.34,2.4,12.2
OVENS @ HARRIETVILLE,403244,01,78.5,1.6,15.8
OVENS @ HARRIETVILLE,403244,02,38.14,1.2,16.7
OVENS @ HARRIETVILLE,403244,03,34.81,1.8,17
OVENS @ HARRIETVILLE,403244,04,27.62,1.2,10.6
OVENS @ HARRIETVILLE,403244,05,28.01,0.9,9.2
OVENS @ HARRIETVILLE,403244,06,82.91,2.5,6.8
OVENS R @ EUROBIN,403250,07,0,3,8.8
OVENS R @ EUROBIN,403250,08,0,6.8,9.5
OVENS R @ EUROBIN,403250,09,0,1.3,10.4
OVENS R @ EUROBIN,403250,10,0,2.4,13.1
OVENS R @ EUROBIN,403250,11,0,16.2,14.8
OVENS R @ EUROBIN,403250,12,0,1.8,18.2
OVENS R @ EUROBIN,403250,01,0,1.5,22.8
OVENS R @ EUROBIN,403250,02,0,1.3,18.8
OVENS R @ EUROBIN,403250,03,0,1.5,18.5
OVENS R @ EUROBIN,403250,04,0,1,14.8
OVENS R @ EUROBIN,403250,05,0,1.8,10.2
OVENS R @ EUROBIN,403250,06,0,1.2,7.3
BUFFALO R D/S ROSE R,403254,07,502.49,2.8,6.6
BUFFALO R D/S ROSE R,403254,08,428.74,1.3,8.7
BUFFALO R D/S ROSE R,403254,09,462.56,1.6,10.7
BUFFALO R D/S ROSE R,403254,10,420.93,2.1,16.7
BUFFALO R D/S ROSE R,403254,11,491.28,2.6,19.1
BUFFALO R D/S ROSE R,403254,12,1055.17,1.8,20.2
BUFFALO R D/S ROSE R,403254,01,146.49,2.2,24.1
BUFFALO R D/S ROSE R,403254,02,40.56,2,23.6
BUFFALO R D/S ROSE R,403254,03,54.85,3.8,18.3
BUFFALO R D/S ROSE R,403254,04,42.24,1.7,16.1
BUFFALO R D/S ROSE R,403254,05,42.15,0.8,6.6
BUFFALO R D/S ROSE R,403254,06,256.97,4.3,7.5
HOLLAND @ KELFEERA,404207,07,85.94,12.3,8.8
HOLLAND @ KELFEERA,404207,08,61.95,13.8,12.2
HOLLAND @ KELFEERA,404207,09,52.19,19.3,15.2
HOLLAND @ KELFEERA,404207,10,57.94,16.4,16.3
HOLLAND @ KELFEERA,404207,11,46.14,42.3,21.3
HOLLAND @ KELFEERA,404207,12,147.86,18.6,21.4
HOLLAND @ KELFEERA,404207,01,7.82,13.4,22.8
HOLLAND @ KELFEERA,404207,02,2.89,14.4,18.9
HOLLAND @ KELFEERA,404207,03,1.55,16.8,22.6
HOLLAND @ KELFEERA,404207,04,2.2,12,17.5
HOLLAND @ KELFEERA,404207,05,3.16,7.9,7.8
HOLLAND @ KELFEERA,404207,06,12.68,13.8,8.6
RICES WEIR SCADA,404210,07,0,50.2,8.1
RICES WEIR SCADA,404210,08,0,50.7,8.5
RICES WEIR SCADA,404210,09,0,87.7,13.4
RICES WEIR SCADA,404210,10,0,158,17.3
RICES WEIR SCADA,404210,11,0,228,21.2
RICES WEIR SCADA,404210,12,0,116,24.2
RICES WEIR SCADA,404210,01,0,181,25.3
RICES WEIR SCADA,404210,02,0,135,26.2
RICES WEIR SCADA,404210,03,0,89.4,22
RICES WEIR SCADA,404210,04,0,54.2,16.3
RICES WEIR SCADA,404210,05,0,48.9,14.6
RICES WEIR SCADA,404210,06,0,41.1,10
BROKEN @ KATAMATITE,404214,07,8.03,4.4,6.5
BROKEN @ KATAMATITE,404214,08,3.7,11.6,7.1
BROKEN @ KATAMATITE,404214,09,3.79,14.9,10.2
BROKEN @ KATAMATITE,404214,10,2.04,18.1,13.7
BROKEN @ KATAMATITE,404214,11,2.81,15.8,19.4
BROKEN @ KATAMATITE,404214,12,5.64,11,22.7
BROKEN @ KATAMATITE,404214,01,0.52,7.2,21.1
BROKEN @ KATAMATITE,404214,02,0.19,7.3,22.8
BROKEN @ KATAMATITE,404214,03,1.1,14.6,20.3
BROKEN @ KATAMATITE,404214,04,3.86,15.7,17.9
BROKEN @ KATAMATITE,404214,05,4.26,12.3,15
BROKEN @ KATAMATITE,404214,06,5.76,11.3,8.2
BROKEN @ CASEY WEIR,404216,07,145.8,20,8.2
BROKEN @ CASEY WEIR,404216,08,116.08,25.7,10.6
BROKEN @ CASEY WEIR,404216,09,76.51,19.7,14.9
BROKEN @ CASEY WEIR,404216,10,73.72,41.3,18.4
BROKEN @ CASEY WEIR,404216,11,63.85,17.3,23
BROKEN @ CASEY WEIR,404216,12,239.9,23.3,26.4
BROKEN @ CASEY WEIR,404216,01,31.56,11.4,25.1
BROKEN @ CASEY WEIR,404216,02,37.5,13.1,20.4
BROKEN @ CASEY WEIR,404216,03,30.8,9.6,21.9
BROKEN @ CASEY WEIR,404216,04,51.99,10.4,16.9
BROKEN @ CASEY WEIR,404216,05,12.39,6.4,10.7
BROKEN @ CASEY WEIR,404216,06,20.72,8.2,8
BROKEN @ GOWANGARDIE,404224,07,182.06,26.1,8.4
BROKEN @ GOWANGARDIE,404224,08,152.23,31.7,10.3
BROKEN @ GOWANGARDIE,404224,09,104.21,30.9,12
BROKEN @ GOWANGARDIE,404224,10,102.31,29.9,18.8
BROKEN @ GOWANGARDIE,404224,11,79.3,27.9,21.4
BROKEN @ GOWANGARDIE,404224,12,326.69,60.6,22.9
BROKEN @ GOWANGARDIE,404224,01,42.36,18.1,25.6
BROKEN @ GOWANGARDIE,404224,02,48.55,14.2,20.5
BROKEN @ GOWANGARDIE,404224,03,53.94,0.2,25.7
BROKEN @ GOWANGARDIE,404224,04,79.58,9.7,16.6
BROKEN @ GOWANGARDIE,404224,05,39.63,11.1,12.3
BROKEN @ GOWANGARDIE,404224,06,52.79,11.2,9
BROKEN R D/S BACK C,404243,07,25.38,20.4,8.3
BROKEN R D/S BACK C,404243,08,27.81,23.7,10
BROKEN R D/S BACK C,404243,09,23.64,19.5,10.1
BROKEN R D/S BACK C,404243,10,33.06,21.5,13.9
BROKEN R D/S BACK C,404243,11,50.31,18.1,19.8
BROKEN R D/S BACK C,404243,12,41.69,13.4,20.3
BROKEN R D/S BACK C,404243,01,98.85,12.3,22
BROKEN R D/S BACK C,404243,02,113.93,8.1,20.4
BROKEN R D/S BACK C,404243,03,95.05,6.1,19.3
BROKEN R D/S BACK C,404243,04,120.62,5,17.9
BROKEN R D/S BACK C,404243,05,60.46,4.9,13.6
BROKEN R D/S BACK C,404243,06,26.47,4.9,8.8
GOULBURN @ MURCHISON,405200,07,4259.62,7.1,9.8
GOULBURN @ MURCHISON,405200,08,2094.44,10.6,12.5
GOULBURN @ MURCHISON,405200,09,0,13.4,14.7
GOULBURN @ MURCHISON,405200,10,3514.28,8.3,18.4
GOULBURN @ MURCHISON,405200,11,1118.02,9.2,20.4
GOULBURN @ MURCHISON,405200,12,1028.77,14.1,24
GOULBURN @ MURCHISON,405200,01,1456.53,7,23.1
GOULBURN @ MURCHISON,405200,02,1203.1,9.5,20.8
GOULBURN @ MURCHISON,405200,03,3088.04,6.7,19
GOULBURN @ MURCHISON,405200,04,1178.35,6.2,23.4
GOULBURN @ MURCHISON,405200,05,1390.76,85,11.1
GOULBURN @ MURCHISON,405200,06,941.64,4,9.2
GOULBURN @ TRAWOOL,405201,07,5785.68,10.2,10.4
GOULBURN @ TRAWOOL,405201,08,4127,11.8,8.4
GOULBURN @ TRAWOOL,405201,09,5730.46,10.3,10.8
GOULBURN @ TRAWOOL,405201,10,5309.27,8.8,12.3
GOULBURN @ TRAWOOL,405201,11,3981.79,8,17.1
GOULBURN @ TRAWOOL,405201,12,4125.28,18,20.7
GOULBURN @ TRAWOOL,405201,01,5427.81,7.1,14.9
GOULBURN @ TRAWOOL,405201,02,5833.22,6.7,18.3
GOULBURN @ TRAWOOL,405201,03,7933.14,13.6,14.9
GOULBURN @ TRAWOOL,405201,04,5561.2,4.3,13.9
GOULBURN @ TRAWOOL,405201,05,2628.88,4.3,13.3
GOULBURN @ TRAWOOL,405201,06,2349.62,5,10.5
GOULBURN @ EILDON,405203,07,3104.71,3.4,10.8
GOULBURN @ EILDON,405203,08,2309.33,1.6,10
GOULBURN @ EILDON,405203,09,4571.19,6.4,12.2
GOULBURN @ EILDON,405203,10,3381.1,1.7,10.7
GOULBURN @ EILDON,405203,11,2964.54,5,12.3
GOULBURN @ EILDON,405203,12,3381.74,1.5,13.5
GOULBURN @ EILDON,405203,01,4865.53,0.7,12.1
GOULBURN @ EILDON,405203,02,5617.91,1.9,12.1
GOULBURN @ EILDON,405203,03,7552.06,1,12
GOULBURN @ EILDON,405203,04,5176.57,2.4,12.2
GOULBURN @ EILDON,405203,05,2286.27,1.7,15.9
GOULBURN @ EILDON,405203,06,1866.82,1.9,11.8
GOULBURN SHEPPARTON,405204,07,4683.26,18.8,9.8
GOULBURN SHEPPARTON,405204,08,2180.76,23,12.1
GOULBURN SHEPPARTON,405204,09,3282.87,21.2,13.9
GOULBURN SHEPPARTON,405204,10,3927.66,29,20.4
GOULBURN SHEPPARTON,405204,11,1177.43,19.3,21.8
GOULBURN SHEPPARTON,405204,12,1399.41,32.8,27.4
GOULBURN SHEPPARTON,405204,01,1416.4,15.5,25.9
GOULBURN SHEPPARTON,405204,02,1179.26,13,22.7
GOULBURN SHEPPARTON,405204,03,2975.2,1.7,20.7
GOULBURN SHEPPARTON,405204,04,1248.52,9.3,18.8
GOULBURN SHEPPARTON,405204,05,1431.18,6.6,11.5
GOULBURN SHEPPARTON,405204,06,957.03,6.7,8.7
MURRINDINDI COLWELLS,405205,07,0,64.1,7.2
MURRINDINDI COLWELLS,405205,08,148.43,5.7,6
MURRINDINDI COLWELLS,405205,09,129.36,7.5,8.4
MURRINDINDI COLWELLS,405205,10,138.63,7,8.9
MURRINDINDI COLWELLS,405205,11,98.62,5.9,12.8
MURRINDINDI COLWELLS,405205,12,79.45,8.1,12.8
MURRINDINDI COLWELLS,405205,01,48.79,5.5,16.9
MURRINDINDI COLWELLS,405205,02,39.84,4,16.6
MURRINDINDI COLWELLS,405205,03,42.01,4.2,16.9
MURRINDINDI COLWELLS,405205,04,36.61,5.3,9.9
MURRINDINDI COLWELLS,405205,05,36.68,4.4,9.8
MURRINDINDI COLWELLS,405205,06,69.82,9.9,6.6
ACHERON @ TAGGERTY,405209,07,832.03,3.3,4.3
ACHERON @ TAGGERTY,405209,08,585.3,5,7.4
ACHERON @ TAGGERTY,405209,09,546.51,8.3,10.7
ACHERON @ TAGGERTY,405209,10,563.13,5.2,10.1
ACHERON @ TAGGERTY,405209,11,379.67,10,17.2
ACHERON @ TAGGERTY,405209,12,324.5,7.1,19.1
ACHERON @ TAGGERTY,405209,01,138.45,4.8,17
ACHERON @ TAGGERTY,405209,02,99.44,5.5,18.5
ACHERON @ TAGGERTY,405209,03,112.24,5.4,20.1
ACHERON @ TAGGERTY,405209,04,101.33,5.8,14
ACHERON @ TAGGERTY,405209,05,98.74,4.2,12.2
ACHERON @ TAGGERTY,405209,06,192.83,2,6
SUNDAY @ TALLAROOK,405212,07,43.17,19.7,8
SUNDAY @ TALLAROOK,405212,08,26.19,37.3,7.7
SUNDAY @ TALLAROOK,405212,09,12.52,49.9,10.5
SUNDAY @ TALLAROOK,405212,10,18.12,17.8,12.2
SUNDAY @ TALLAROOK,405212,11,5.05,8,17.3
SUNDAY @ TALLAROOK,405212,12,10.51,116,20.9
SUNDAY @ TALLAROOK,405212,01,0,11.5,19
SUNDAY @ TALLAROOK,405212,02,0,15.4,21.3
DELATITE @ TONGA,405214,07,185.8,9.9,7.9
DELATITE @ TONGA,405214,08,147.83,3.1,9.5
DELATITE @ TONGA,405214,09,143.58,5.2,13.1
DELATITE @ TONGA,405214,10,144.37,8,17
DELATITE @ TONGA,405214,11,107.18,5.4,18.1
DELATITE @ TONGA,405214,12,176.16,5.1,17.4
DELATITE @ TONGA,405214,01,51.22,4.1,23.7
DELATITE @ TONGA,405214,02,25.01,3,22
DELATITE @ TONGA,405214,03,26.36,3.4,21
DELATITE @ TONGA,405214,04,21.33,2.2,14.3
DELATITE @ TONGA,405214,05,25.73,3,9.2
DELATITE @ TONGA,405214,06,49.04,15.3,7.6
GOULBURN @ DOHERTYS,405219,07,751.99,6.5,7.8
GOULBURN @ DOHERTYS,405219,08,595.82,1.4,7.4
GOULBURN @ DOHERTYS,405219,09,744.93,2,11.4
GOULBURN @ DOHERTYS,405219,10,610.09,3.4,13.8
GOULBURN @ DOHERTYS,405219,11,382.58,3.6,15.4
GOULBURN @ DOHERTYS,405219,12,602.64,2.7,14.8
GOULBURN @ DOHERTYS,405219,01,177.02,2.3,21.2
GOULBURN @ DOHERTYS,405219,02,101.78,2,19.6
GOULBURN @ DOHERTYS,405219,03,90.18,2.7,18.2
GOULBURN @ DOHERTYS,405219,04,74.03,1.1,11.9
GOULBURN @ DOHERTYS,405219,05,70.03,1.3,7.8
GOULBURN @ DOHERTYS,405219,06,182.83,46.4,7.2
GOULBURB R MCCOYS BR,405232,07,4926.11,29.8,8.9
GOULBURB R MCCOYS BR,405232,08,1933.89,29.1,9.1
GOULBURB R MCCOYS BR,405232,09,2996.69,19.4,13.3
GOULBURB R MCCOYS BR,405232,10,4263.91,16.8,16.2
GOULBURB R MCCOYS BR,405232,11,1076.45,37.9,22.3
GOULBURB R MCCOYS BR,405232,12,1355.7,33,24.9
GOULBURB R MCCOYS BR,405232,01,1324.1,40.6,25.6
GOULBURB R MCCOYS BR,405232,02,1050.35,33.5,26.9
GOULBURB R MCCOYS BR,405232,03,2689.3,23,23
GOULBURB R MCCOYS BR,405232,04,1254.54,20.6,17.7
GOULBURB R MCCOYS BR,405232,05,1396.5,19.1,16
GOULBURB R MCCOYS BR,405232,06,853.13,10.5,10.8
SEVEN C MCQUINN WEIR,405234,07,92.3,18.8,8.3
SEVEN C MCQUINN WEIR,405234,08,60.81,10.8,7.5
SEVEN C MCQUINN WEIR,405234,09,0,16.4,11.1
SEVEN C MCQUINN WEIR,405234,10,49.27,13,14.3
SEVEN C MCQUINN WEIR,405234,11,25.2,13,19
SEVEN C MCQUINN WEIR,405234,12,52.31,25.6,21.5
SEVEN C MCQUINN WEIR,405234,01,6.04,4.2,23.7
SEVEN C MCQUINN WEIR,405234,02,2.41,5.5,25
SEVEN C MCQUINN WEIR,405234,03,3.49,4.4,23.1
SEVEN C MCQUINN WEIR,405234,04,4.69,4.3,19.2
SEVEN C MCQUINN WEIR,405234,05,6.25,4.6,13.2
SEVEN C MCQUINN WEIR,405234,06,22.89,7.6,8
BIG @ FRENCHMAN,405264,07,677.65,9.4,8.6
BIG @ FRENCHMAN,405264,08,487.96,3.2,7.2
BIG @ FRENCHMAN,405264,09,462.49,3.5,10
BIG @ FRENCHMAN,405264,10,410.61,3.6,12.9
BIG @ FRENCHMAN,405264,11,258.57,3.4,14.2
BIG @ FRENCHMAN,405264,12,247.36,3.4,14.5
BIG @ FRENCHMAN,405264,01,107.31,1.8,19
BIG @ FRENCHMAN,405264,02,72.57,2.9,16.9
BIG @ FRENCHMAN,405264,03,73.81,2,15.4
BIG @ FRENCHMAN,405264,04,61.97,2,11.5
BIG @ FRENCHMAN,405264,05,58.64,3.2,8.3
BIG @ FRENCHMAN,405264,06,147.04,142,7
GOULBURN @ GARRY,405276,07,0,35.6,9.7
GOULBURN @ GARRY,405276,08,0,21.3,13.6
GOULBURN @ GARRY,405276,09,0,26.5,14.7
GOULBURN @ GARRY,405276,10,0,24.9,20.4
GOULBURN @ GARRY,405276,11,0,24.7,20.8
GOULBURN @ GARRY,405276,12,0,38.6,23.3
GOULBURN @ GARRY,405276,01,0,27.9,25
WARRIGAL C @ STEWART,405297,07,1.43,20.2,7.1
WARRIGAL C @ STEWART,405297,08,0.05,58.7,13.4
WARRIGAL C @ STEWART,405297,11,0.02,49.2,21.6
WARRIGAL C @ STEWART,405297,12,0.14,34.6,23.6
WARRIGAL C @ STEWART,405297,01,0.11,74.3,20.6
RODNEY MAIN @ WELLS,405720,07,2.13,97.2,9.2
RODNEY MAIN @ WELLS,405720,08,3.63,267,14.7
RODNEY MAIN @ WELLS,405720,09,3.66,230,17.5
RODNEY MAIN @ WELLS,405720,10,2.55,180,24
RODNEY MAIN @ WELLS,405720,11,1.86,159,21.5
RODNEY MAIN @ WELLS,405720,12,1.66,110,26.8
RODNEY MAIN @ WELLS,405720,01,2.38,134,20.3
RODNEY MAIN @ WELLS,405720,02,1.21,91.1,21.1
RODNEY MAIN @ WELLS,405720,03,0.91,74.1,23.3
RODNEY MAIN @ WELLS,405720,04,1.14,190,19.5
RODNEY MAIN @ WELLS,405720,05,4.71,161,10.2
RODNEY MAIN @ WELLS,405720,06,1.34,175,10.3
TOOLAMBA COM. DRAIN,405730,07,0.04,839,9.9
TOOLAMBA COM. DRAIN,405730,08,0.11,50,14.1
TOOLAMBA COM. DRAIN,405730,09,0.72,89.5,15.1
TOOLAMBA COM. DRAIN,405730,10,0.34,63.4,17.5
TOOLAMBA COM. DRAIN,405730,11,0.09,35.2,20
TOOLAMBA COM. DRAIN,405730,12,0.57,9.2,21.9
SHEPPARTON DR NO 12,405758,07,0,89.3,7.4
SHEPPARTON DR NO 12,405758,08,0.45,482,12.5
SHEPPARTON DR NO 12,405758,09,4.04,310,15.5
SHEPPARTON DR NO 12,405758,10,1.76,369,17.4
SHEPPARTON DR NO 12,405758,11,5.74,208,20.4
SHEPPARTON DR NO 12,405758,12,15.82,142,20.8
SHEPPARTON DR NO 12,405758,01,0.52,192,21.9
SHEPPARTON DR NO 12,405758,02,0.58,643,21
SHEPPARTON DR NO 12,405758,03,1.04,68.2,19.6
SHEPPARTON DR NO 12,405758,04,1.15,470,17.5
SHEPPARTON DR NO 12,405758,05,0.34,374,9.2
SHEPPARTON DR NO 12,405758,06,3.16,344,11
SHEPPARTON DR 11,405779,07,0.27,266,7.4
SHEPPARTON DR 11,405779,08,0.16,515,14.1
SHEPPARTON DR 11,405779,09,1.4,303,15.4
SHEPPARTON DR 11,405779,10,1.81,136,19.6
SHEPPARTON DR 11,405779,11,4.07,305,17.7
SHEPPARTON DR 11,405779,12,16.09,198,19.9
SHEPPARTON DR 11,405779,01,0,376,20
SHEPPARTON DR 11,405779,02,0,650,19
SHEPPARTON DR 11,405779,03,0,646,17.4
SHEPPARTON DR 11,405779,04,0,347,17.5
SHEPPARTON DR 11,405779,05,0,693,8.3
SHEPPARTON DR 11,405779,06,0.48,323,10
CAMPASPE - ROCHESTER,406202,07,167.96,31.9,8.8
CAMPASPE - ROCHESTER,406202,08,197.08,19.6,9.8
CAMPASPE - ROCHESTER,406202,09,601.94,43.6,12.5
CAMPASPE - ROCHESTER,406202,10,222.94,19.9,14.3
CAMPASPE - ROCHESTER,406202,11,210.26,20.7,20.1
CAMPASPE - ROCHESTER,406202,12,85.97,21,24.3
CAMPASPE - ROCHESTER,406202,01,77.02,12.1,23.6
CAMPASPE - ROCHESTER,406202,02,109.71,11.6,25.1
CAMPASPE - ROCHESTER,406202,03,121.01,7.6,22.1
CAMPASPE - ROCHESTER,406202,04,88.91,10.2,19.9
CAMPASPE - ROCHESTER,406202,05,93.42,9.5,15.4
CAMPASPE - ROCHESTER,406202,06,143.72,7.5,11.1
CAMPASPE @ EPPALOCK,406207,07,163.99,4.5,10.1
CAMPASPE @ EPPALOCK,406207,08,203.31,4.6,10.3
CAMPASPE @ EPPALOCK,406207,09,667.24,10.9,11.4
CAMPASPE @ EPPALOCK,406207,10,259.3,5.2,15.8
CAMPASPE @ EPPALOCK,406207,11,276.52,4,16.7
CAMPASPE @ EPPALOCK,406207,12,114.56,5.2,15.2
CAMPASPE @ EPPALOCK,406207,01,181.16,4.1,17.2
CAMPASPE @ EPPALOCK,406207,02,178.93,3.7,16.7
CAMPASPE @ EPPALOCK,406207,03,204.67,2.7,18.9
CAMPASPE @ EPPALOCK,406207,04,177.33,2.3,16.8
CAMPASPE @ EPPALOCK,406207,05,115.12,2.7,14.4
CAMPASPE @ EPPALOCK,406207,06,145.69,2.2,9.7
CAMPASPE @ ASHBOURNE,406208,07,9.43,24.9,8.4
CAMPASPE @ ASHBOURNE,406208,08,5.6,12,7.6
CAMPASPE @ ASHBOURNE,406208,09,3.83,4.1,9.5
CAMPASPE @ ASHBOURNE,406208,10,4.87,6.9,8.1
CAMPASPE @ ASHBOURNE,406208,11,0.88,11.6,12.9
CAMPASPE @ ASHBOURNE,406208,12,0,11.3,15
CAMPASPE @ ASHBOURNE,406208,01,0,24.2,19.9
CAMPASPE @ ASHBOURNE,406208,06,0,4.2,4.5
CAMPASPE @ REDESDALE,406213,07,58.01,3.1,8.3
CAMPASPE @ REDESDALE,406213,08,66.95,5.5,11.7
CAMPASPE @ REDESDALE,406213,09,33.46,6.9,11.7
CAMPASPE @ REDESDALE,406213,10,33.6,16.6,16.5
CAMPASPE @ REDESDALE,406213,11,5.44,4.5,20.4
CAMPASPE @ REDESDALE,406213,12,10.65,3.5,23.4
CAMPASPE @ REDESDALE,406213,01,0.01,5.6,27.7
CAMPASPE @ REDESDALE,406213,02,0,4.3,20.7
CAMPASPE @ REDESDALE,406213,03,0,3.8,21.6
